sxj1051z_FEGA;3.1104161362244045;48.741226416560224;218.36828261055052
sxj1051z_MELN;3.110415803591154;48.741226274664584;218.3455454306677
sxj0051z;2.980545274079452;48.90315678824877;220.05880219489336
sxj3051z;2.822903376583848;48.64478772005516;188.136551277712
sxj4051z;2.749312202089358;48.96934391367219;174.5060699917376
sxj2051z;2.533555316791954;49.0531026964887;163.33443597704172
sxj5051z;2.3433634440760858;49.074771179853705;196.29260145593435
sxj6051z;1.215680471073294;49.6537281916155;218.91601284779608
sxj6051z_BOGU;1.2156799129454645;49.6537287327319;218.99373256787658
sxj6051z_MOMO;1.2156802485575935;49.65372883040637;218.89515117555857
sxj1052z_FEGA;3.110416185835492;48.74122642964491;219.7157457889989
sxj1052z_MELN;3.110415867058997;48.74122641324745;219.7419551871717
sxj3052z;2.8229034182654877;48.64478778623288;189.5165112130344
sxj4052z;2.749312250508643;48.969344016147936;175.90251139178872
sxj9052z;2.2387470730487555;48.6533721864693;208.78319364320487
sxj8052z;1.9828041662922808;48.65482656818405;230.9051727745682
sxj7052z;1.814225365095297;48.8037089934176;157.26549923419952
sxj6052z;1.2156810182608662;49.653728271611655;220.31671394221485
sxj6052z_BOGU;1.2156799172682686;49.65372877008261;219.572900576517
sxj6052z_MOMO;1.2156802677830805;49.65372881718813;219.46217110566795
sxj1051z_FEGA;3.1104161362244045;48.741226416560224;218.36828261055052
sxj1051z_MELN;3.110415803591154;48.741226274664584;218.3455454306677
sxj0051z;2.980545274079452;48.90315678824877;220.05880219489336
sxj3051z;2.822903376583848;48.64478772005516;188.136551277712
sxj4051z;2.749312202089358;48.96934391367219;174.5060699917376
sxj2051z;2.533555316791954;49.0531026964887;163.33443597704172
sxj5051z;2.3433634440760858;49.074771179853705;196.29260145593435
sxj6051z;1.215680471073294;49.6537281916155;218.91601284779608
sxj6051z_BOGU;1.2156799129454645;49.6537287327319;218.99373256787658
sxj6051z_MOMO;1.2156802485575935;49.65372883040637;218.89515117555857
sxj1052z_FEGA;3.110416185835492;48.74122642964491;219.7157457889989
sxj1052z_MELN;3.110415867058997;48.74122641324745;219.7419551871717
sxj3052z;2.8229034182654877;48.64478778623288;189.5165112130344
sxj4052z;2.749312250508643;48.969344016147936;175.90251139178872
sxj9052z;2.2387470730487555;48.6533721864693;208.78319364320487
sxj8052z;1.9828041662922808;48.65482656818405;230.9051727745682
sxj7052z;1.814225365095297;48.8037089934176;157.26549923419952
sxj6052z;1.2156810182608662;49.653728271611655;220.31671394221485
sxj6052z_BOGU;1.2156799172682686;49.65372877008261;219.572900576517
sxj6052z_MOMO;1.2156802677830805;49.65372881718813;219.46217110566795
sxj1051z_FEGA;3.1104161362244045;48.741226416560224;218.36828261055052
sxj1051z_MELN;3.110415803591154;48.741226274664584;218.3455454306677
sxj0051z;2.980545274079452;48.90315678824877;220.05880219489336
sxj3051z;2.822903376583848;48.64478772005516;188.136551277712
sxj4051z;2.749312202089358;48.96934391367219;174.5060699917376
sxj2051z;2.533555316791954;49.0531026964887;163.33443597704172
sxj5051z;2.3433634440760858;49.074771179853705;196.29260145593435
sxj6051z;1.215680471073294;49.6537281916155;218.91601284779608
sxj6051z_BOGU;1.2156799129454645;49.6537287327319;218.99373256787658
sxj6051z_MOMO;1.2156802485575935;49.65372883040637;218.89515117555857
sxj1052z_FEGA;3.110416185835492;48.74122642964491;219.7157457889989
sxj1052z_MELN;3.110415867058997;48.74122641324745;219.7419551871717
sxj3052z;2.8229034182654877;48.64478778623288;189.5165112130344
sxj4052z;2.749312250508643;48.969344016147936;175.90251139178872
sxj9052z;2.2387470730487555;48.6533721864693;208.78319364320487
sxj8052z;1.9828041662922808;48.65482656818405;230.9051727745682
sxj7052z;1.814225365095297;48.8037089934176;157.26549923419952
sxj6052z;1.2156810182608662;49.653728271611655;220.31671394221485
sxj6052z_BOGU;1.2156799172682686;49.65372877008261;219.572900576517
sxj6052z_MOMO;1.2156802677830805;49.65372881718813;219.46217110566795
sxj1051z_FEGA;3.1104161362244045;48.741226416560224;218.36828261055052
sxj1051z_MELN;3.110415803591154;48.741226274664584;218.3455454306677
sxj0051z;2.980545274079452;48.90315678824877;220.05880219489336
sxj3051z;2.822903376583848;48.64478772005516;188.136551277712
sxj4051z;2.749312202089358;48.96934391367219;174.5060699917376
sxj2051z;2.533555316791954;49.0531026964887;163.33443597704172
sxj5051z;2.3433634440760858;49.074771179853705;196.29260145593435
sxj6051z;1.215680471073294;49.6537281916155;218.91601284779608
sxj6051z_BOGU;1.2156799129454645;49.6537287327319;218.99373256787658
sxj6051z_MOMO;1.2156802485575935;49.65372883040637;218.89515117555857
sxj1052z_FEGA;3.110416185835492;48.74122642964491;219.7157457889989
sxj1052z_MELN;3.110415867058997;48.74122641324745;219.7419551871717
sxj3052z;2.8229034182654877;48.64478778623288;189.5165112130344
sxj4052z;2.749312250508643;48.969344016147936;175.90251139178872
sxj9052z;2.2387470730487555;48.6533721864693;208.78319364320487
sxj8052z;1.9828041662922808;48.65482656818405;230.9051727745682
sxj7052z;1.814225365095297;48.8037089934176;157.26549923419952
sxj6052z;1.2156810182608662;49.653728271611655;220.31671394221485
sxj6052z_BOGU;1.2156799172682686;49.65372877008261;219.572900576517
sxj6052z_MOMO;1.2156802677830805;49.65372881718813;219.46217110566795
sxj1051z_FEGA;3.1104161362244045;48.741226416560224;218.36828261055052
sxj1051z_MELN;3.110415803591154;48.741226274664584;218.3455454306677
sxj0051z;2.980545274079452;48.90315678824877;220.05880219489336
sxj3051z;2.822903376583848;48.64478772005516;188.136551277712
sxj4051z;2.749312202089358;48.96934391367219;174.5060699917376
sxj2051z;2.533555316791954;49.0531026964887;163.33443597704172
sxj5051z;2.3433634440760858;49.074771179853705;196.29260145593435
sxj6051z;1.215680471073294;49.6537281916155;218.91601284779608
sxj6051z_BOGU;1.2156799129454645;49.6537287327319;218.99373256787658
sxj6051z_MOMO;1.2156802485575935;49.65372883040637;218.89515117555857
sxj1052z_FEGA;3.110416185835492;48.74122642964491;219.7157457889989
sxj1052z_MELN;3.110415867058997;48.74122641324745;219.7419551871717
sxj3052z;2.8229034182654877;48.64478778623288;189.5165112130344
sxj4052z;2.749312250508643;48.969344016147936;175.90251139178872
sxj9052z;2.2387470730487555;48.6533721864693;208.78319364320487
sxj8052z;1.9828041662922808;48.65482656818405;230.9051727745682
sxj7052z;1.814225365095297;48.8037089934176;157.26549923419952
sxj6052z;1.2156810182608662;49.653728271611655;220.31671394221485
sxj6052z_BOGU;1.2156799172682686;49.65372877008261;219.572900576517
sxj6052z_MOMO;1.2156802677830805;49.65372881718813;219.46217110566795
sxj1051z_FEGA;3.1104161362244045;48.741226416560224;218.36828261055052
sxj1051z_MELN;3.110415803591154;48.741226274664584;218.3455454306677
sxj0051z;2.980545274079452;48.90315678824877;220.05880219489336
sxj3051z;2.822903376583848;48.64478772005516;188.136551277712
sxj4051z;2.749312202089358;48.96934391367219;174.5060699917376
sxj2051z;2.533555316791954;49.0531026964887;163.33443597704172
sxj5051z;2.3433634440760858;49.074771179853705;196.29260145593435
sxj6051z;1.215680471073294;49.6537281916155;218.91601284779608
sxj6051z_BOGU;1.2156799129454645;49.6537287327319;218.99373256787658
sxj6051z_MOMO;1.2156802485575935;49.65372883040637;218.89515117555857
sxj1052z_FEGA;3.110416185835492;48.74122642964491;219.7157457889989
sxj1052z_MELN;3.110415867058997;48.74122641324745;219.7419551871717
